Offset,PID,Handle,Access,Type,Details,
0x81f88ea8,1708,0x198,0x1f0001,Mutant,,
0x81f804d8,1708,0x19c,0x1f0003,Event,VMToolsWindowEvent,
0x82190cb0,1708,0x1a0,0x1f0003,Event,,
0x81f706a0,1708,0x1a4,0x1f0003,Timer,,
0xe1e92860,1708,0x1a8,0x20f003f,Key,USER\S-1-5-21-606747145-152049171-1177238915-500_CLA,
0x81f72848,1708,0x1ac,0x100001,File,\Device\HarddiskVolume1\Documents and Settings\Admin,SSES
0xe169dc68,1708,0x1b0,0xf0007,Section,VMToolsHookSharedMem,istrator\Recent
0x823f1710,1708,0x1b4,0x1f0001,Mutant,VMToolsHookQueueLock,
0x81f937e8,1708,0x1b8,0x1f0003,Event,VMToolsHookQueueEvent,
0xe1e82240,1708,0x1bc,0xf003f,Key,MACHINE\SOFTWARE\CLASSES,
0x821a15d8,1708,0x1c0,0x100003,Event,,
0x81fc98c0,1708,0x1c4,0x21f0003,Event,,
0xe21e51c0,1708,0x1c8,0x20019,Key,USER\S-1-5-21-606747145-152049171-1177238915-500\SOF,
0xe22a8a78,1708,0x1cc,0x20019,Key,USER\S-1-5-21-606747145-152049171-1177238915-500\SOF,TWARE\MICROSOFT\WINDOWS\CURRENTVERSION\EXPLORER\FILEEXTS\.MSC\OPENWITHLIST
0x81f95a88,1708,0x1d0,0x1f0003,Event,,TWARE\MICROSOFT\WINDOWS\CURRENTVERSION\EXPLORER\FILEEXTS\.SYS\OPENWITHLIST
0x824bb720,1708,0x1d4,0x12019f,File,\Device\vmci,
0x82077e58,1708,0x1d8,0x1f0001,Mutant,MSCTF.Shared.MUTEX.ADG,
0x8232f428,1708,0x1dc,0x100001,File,\Device\HarddiskVolume1\Documents and Settings\All U,
0xe220e7c8,1708,0x1e4,0xf001f,Section,MSCTF.Shared.SFM.ADG,sers\Start Menu
0x81f76688,1708,0x1e8,0x1f0003,Event,,
0x82077ad8,1708,0x1f0,0x12019f,File,\Device\vmci,
0xe2144560,1708,0x1f4,0x20f003f,Key,USER,
0x824af1e0,1708,0x1f8,0x1f0003,Event,,
0x823466e0,1708,0x1fc,0x100001,File,\Device\HarddiskVolume1\Documents and Settings\Admin,
0x81f6afe8,1708,0x200,0x100003,Semaphore,,istrator\Start Menu
0x8221cb18,1708,0x204,0x100003,Semaphore,,
0x81f80568,1708,0x208,0x100003,Semaphore,,
0x8218e660,1708,0x20c,0x100003,Semaphore,,
0x82190c20,1708,0x210,0x100003,Semaphore,,
0x81f6baf8,1708,0x214,0x100003,Semaphore,,
0x823e3d80,1708,0x218,0x100003,Semaphore,,
0x8219d218,1708,0x21c,0x100003,Semaphore,,
0x8221aa68,1708,0x220,0x100003,Semaphore,,
0x8247abf8,1708,0x224,0x100003,Semaphore,,
0x82068b90,1708,0x228,0x100003,Semaphore,,
0x81f73fb0,1708,0x22c,0x100003,Semaphore,,
0x824013f0,1708,0x230,0x1f0003,Semaphore,shell.{A48F1A32-A340-11D1-BC6B-00A0C90312E1},
0xe22c9518,1708,0x234,0xf003f,Key,USER\S-1-5-21-606747145-152049171-1177238915-500\SOF,
0xe22d2430,1708,0x238,0xf003f,Key,USER\S-1-5-21-606747145-152049171-1177238915-500\SOF,TWARE\MICROSOFT\WINDOWS\SHELLNOROAM
0xe219f1c0,1708,0x23c,0xf003f,Key,USER\S-1-5-21-606747145-152049171-1177238915-500\SOF,TWARE\MICROSOFT\WINDOWS\CURRENTVERSION\EXPLORER
0x821f8358,1708,0x240,0x1f0003,Semaphore,shell.{7CB834F0-527B-11D2-9D1F-0000F805CA57},TWARE\MICROSOFT\WINDOWS\SHELLNOROAM\MUICACHE
0xe10096c0,1716,0x4,0xf0003,KeyedEvent,CritSecOutOfMemoryEvent,
0xe1637860,1716,0x8,0x3,Directory,KnownDlls,
0x8243f5b0,1716,0xc,0x100020,File,\Device\HarddiskVolume1\Documents and Settings\Admin,
0x81f9d0b8,1716,0x10,0x100003,Semaphore,,istrator
0xe18f8940,1716,0x14,0xf000f,Directory,Windows,
0xe2169898,1716,0x18,0x21f0001,Port,,
0x81f9d0f0,1716,0x1c,0x100003,Semaphore,,
0xe16333f0,1716,0x20,0x2000f,Directory,BaseNamedObjects,
0x81f7cea8,1716,0x24,0x1f0001,Mutant,SHIMLIB_LOG_MUTEX,
0xe210d978,1716,0x28,0x20f003f,Key,MACHINE,
0x8238d038,1716,0x2c,0xf037f,WindowStation,WinSta0,
0x81f8dff0,1716,0x30,0x21f0003,Event,,
0x8243d3a0,1716,0x34,0xf01ff,Desktop,Default,
0x8238d038,1716,0x38,0xf037f,WindowStation,WinSta0,
0xe1c4cbe0,1716,0x3c,0xf0007,Section,CiceroSharedMemDefaultS-1-5-21-606747145-152049171-1,
0x8217e3e8,1716,0x40,0x1f0001,Mutant,CTF.LBES.MutexDefaultS-1-5-21-606747145-152049171-11,177238915-500
0x82389900,1716,0x44,0x1f0001,Mutant,CTF.Compart.MutexDefaultS-1-5-21-606747145-152049171,77238915-500
0x823898b0,1716,0x48,0x1f0001,Mutant,CTF.Asm.MutexDefaultS-1-5-21-606747145-152049171-117,-1177239415
0x82389860,1716,0x4c,0x1f0001,Mutant,CTF.Layouts.MutexDefaultS-1-5-21-606747145-152049171,7238915-500
0x82389488,1716,0x50,0x1f0001,Mutant,CTF.TMD.MutexDefaultS-1-5-21-606747145-152049171-117,-1177239415
0xe1dba020,1716,0x54,0x20f003f,Key,USER\S-1-5-21-606747145-152049171-1177238915-500,7238915-500
0x81f8df10,1716,0x58,0x1f0003,Event,,
0x81f98f90,1716,0x5c,0x100003,Semaphore,,
0x81f98f58,1716,0x60,0x100003,Semaphore,,
0xe213e9d8,1716,0x64,0x20019,Key,MACHINE\SOFTWARE\MICROSOFT\WINDOWS NT\CURRENTVERSION,
0x821a8320,1716,0x68,0x100001,File,\Device\KsecDD,\DRIVERS32
0x8238a608,1716,0x6c,0x1f0003,Event,,
0x8238a5d8,1716,0x70,0x1f0003,Event,,
0xe1976c80,1716,0x74,0x20019,Key,MACHINE\SOFTWARE\MICROSOFT\WINDOWS NT\CURRENTVERSION,
0x824013f0,1716,0x78,0x1f0003,Semaphore,shell.{A48F1A32-A340-11D1-BC6B-00A0C90312E1},\DRIVERS32
0x8220d748,1716,0x7c,0x1f0003,Event,userenv:  User Profile setup event,
0x81f6bd20,1716,0x80,0x100020,File,\Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft,
0x81f8db70,1716,0x84,0x100020,File,\Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft,.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.6028_x-ww_61e65202
0xe1ec97f0,1716,0x88,0x1f0001,Port,,.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.6028_x-ww_61e65202
0x8217edd0,1716,0x8c,0x1f0001,Mutant,CtfmonInstMutexDefaultS-1-5-21-606747145-152049171-1,
0xe19d1ac8,1716,0x90,0x4,Section,,177238915-500
0x81f8cd10,1716,0x94,0x1f0001,Mutant,CTF.TimListCache.FMPDefaultS-1-5-21-606747145-152049,
0xe19b8cf0,1716,0x98,0xf0007,Section,CTF.TimListCache.FMPDefaultS-1-5-21-606747145-152049,171-1177238915-500MUTEX.DefaultS-1-5-21-606747145-152049171-1177238915-500
0x81f9df88,1716,0x9c,0x1f0001,Mutant,MSCTF.GCompartListMUTEX.DefaultS-1-5-21-606747145-15,171-1177238915-500SFM.DefaultS-1-5-21-606747145-152049171-1177238915-500
0xe20f6650,1716,0xa0,0xf0007,Section,MSCTF.GCompartListSFM.DefaultS-1-5-21-606747145-1520,2049171-1177238915-500
0x82177668,1716,0xa4,0x1f0003,Event,,49171-1177238915-500
0xe1ecca08,1716,0xa8,0x20019,Key,USER\S-1-5-21-606747145-152049171-1177238915-500\KEY,
0xe1e81b00,1716,0xac,0xf0007,Section,CTF.AsmListCache.FMPDefaultS-1-5-21-606747145-152049,BOARD LAYOUT\TOGGLE
0x82177638,1716,0xb0,0x1f0003,Event,,171-1177238915-500
0xe20ebdc8,1716,0xb4,0x20019,Key,MACHINE\SOFTWARE\MICROSOFT\CTF\TIP,
0xe1e820d8,1716,0xb8,0xf003f,Key,USER\S-1-5-21-606747145-152049171-1177238915-500\SOF,
0xe16994e8,1716,0xbc,0xf003f,Key,USER\S-1-5-21-606747145-152049171-1177238915-500\SOF,TWARE\MICROSOFT\WINDOWS\SHELLNOROAM
0xe2116690,1716,0xc0,0x20f003f,Key,USER,TWARE\MICROSOFT\WINDOWS\SHELLNOROAM\MUICACHE
0x821775d0,1716,0xc4,0x1f0003,Event,,
0xe1d03c20,1716,0xc8,0x20019,Key,USER\S-1-5-21-606747145-152049171-1177238915-500\KEY,
0x8221ffb8,1716,0xcc,0x1f0003,Event,,BOARD LAYOUT\PRELOAD
0xe1e82020,1716,0xd0,0x20019,Key,USER\S-1-5-21-606747145-152049171-1177238915-500\SOF,
0x8221ff50,1716,0xd4,0x1f0003,Event,,TWARE\MICROSOFT\WINDOWS\CURRENTVERSION\RUN
0xe1cf3c00,1716,0xd8,0x20019,Key,USER\S-1-5-21-606747145-152049171-1177238915-500\SOF,
0x8220d368,1716,0xdc,0x1f0003,Event,,TWARE\MICROSOFT\CTF\TIP
0xe214d718,1716,0xe0,0x20019,Key,USER\S-1-5-21-606747145-152049171-1177238915-500\SOF,
0x8220d300,1716,0xe4,0x1f0003,Event,,TWARE\MICROSOFT\SPEECH
0xe211b228,1716,0xe8,0x20019,Key,USER\S-1-5-21-606747145-152049171-1177238915-500\CON,
0x8220d298,1716,0xec,0x1f0003,Event,,TROL PANEL\APPEARANCE
0xe20cc3c8,1716,0xf0,0x20019,Key,USER\S-1-5-21-606747145-152049171-1177238915-500\CON,
0x8220d268,1716,0xf4,0x1f0003,Event,,TROL PANEL\COLORS
0xe20cc360,1716,0xf8,0x20019,Key,USER\S-1-5-21-606747145-152049171-1177238915-500\CON,
0x824a3f80,1716,0xfc,0x1f0003,Event,,TROL PANEL\DESKTOP\WINDOWMETRICS
0xe20deb78,1716,0x100,0x20019,Key,MACHINE\SOFTWARE\MICROSOFT\SPEECH,
0x824a3f18,1716,0x104,0x1f0003,Event,,
0xe20deb10,1716,0x108,0x20019,Key,USER\S-1-5-21-606747145-152049171-1177238915-500\KEY,
0x82494a20,1716,0x10c,0x1f0003,Event,,BOARD LAYOUT
0xe211d228,1716,0x110,0x20019,Key,USER\S-1-5-21-606747145-152049171-1177238915-500\SOF,
0x81f82028,1716,0x114,0x12019f,File,\Device\WMIDataDevice,TWARE\MICROSOFT\CTF\ASSEMBLIES
0xe1644fd8,1716,0x118,0x2,Section,ShimSharedMemory,
0x81f692e8,1716,0x11c,0x1f0003,Event,,
0x82411440,1716,0x124,0x12019f,File,\Device\WMIDataDevice,
0x82183cf8,1716,0x128,0x1f0003,Event,,
0x82221228,1716,0x12c,0x1f0fff,Process,ctfmon.exe(1716),
0x823477a8,1716,0x130,0x1f0003,Event,,
0x8217ccc0,1716,0x134,0x1f0003,Event,,
0x8242a598,1716,0x138,0x120001,Mutant,ShimCacheMutex,
0x823339d0,1716,0x13c,0x100000,Event,WinSta0_DesktopSwitch,
0xe10096c0,1724,0x4,0xf0003,KeyedEvent,CritSecOutOfMemoryEvent,
0xe1637860,1724,0x8,0x3,Directory,KnownDlls,
0x821805b8,1724,0xc,0x100020,File,\Device\HarddiskVolume1\Documents and Settings\Admin,
0x81f84f90,1724,0x10,0x100020,File,\Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft,istrator
0xe18f8940,1724,0x14,0xf000f,Directory,Windows,.Windows.GdiPlus_6595b64144ccf1df_1.0.6002.22791_x-ww_c8dff154
0xe1974530,1724,0x18,0x21f0001,Port,,
0x821a3f60,1724,0x1c,0x100020,File,\Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft,
0x821a7a58,1724,0x20,0x100003,Semaphore,,.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.6028_x-ww_61e65202
0x821a7a90,1724,0x24,0x100003,Semaphore,,
0xe1e81a50,1724,0x28,0x20f003f,Key,MACHINE,
0x8238d038,1724,0x2c,0xf037f,WindowStation,WinSta0,
0x81f93900,1724,0x30,0x21f0003,Event,,
0x8243d3a0,1724,0x34,0xf01ff,Desktop,Default,
0x8238d038,1724,0x38,0xf037f,WindowStation,WinSta0,
0x821a7610,1724,0x3c,0x100001,File,\Device\KsecDD,
0xe16333f0,1724,0x40,0x2000f,Directory,BaseNamedObjects,
0x824013f0,1724,0x44,0x1f0003,Semaphore,shell.{A48F1A32-A340-11D1-BC6B-00A0C90312E1},
0x81f94708,1724,0x48,0x100020,File,\Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft,
0x821a3ff0,1724,0x4c,0x1f0003,Event,,.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.6028_x-ww_61e65202
0x82421d60,1724,0x50,0x100003,Semaphore,,
0x821c67a0,1724,0x54,0x100003,Semaphore,,
0xe20dfb78,1724,0x58,0x20019,Key,MACHINE\SOFTWARE\MICROSOFT\WINDOWS NT\CURRENTVERSION,
0x82421dd0,1724,0x5c,0x100020,File,\Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft,\DRIVERS32
0xe20dfbe8,1724,0x60,0x20f003f,Key,USER\S-1-5-21-606747145-152049171-1177238915-500_CLA,.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.6028_x-ww_61e65202
0xe20ebd58,1724,0x64,0x20f003f,Key,USER\S-1-5-21-606747145-152049171-1177238915-500,SSES
0x81f69a98,1724,0x68,0x1f0003,Event,,
0x81f69a68,1724,0x6c,0x1f0003,Event,,
0xe2194568,1724,0x70,0x20019,Key,MACHINE\SOFTWARE\MICROSOFT\INTERNET EXPLORER\MAIN\FE,
0xe1976da8,1724,0x74,0x2001f,Key,USER\S-1-5-21-606747145-152049171-1177238915-500\SOF,ATURECONTROL\FEATURE_PROTOCOL_LOCKDOWN
0x81f69240,1724,0x78,0x12019f,File,\Device\WMIDataDevice,TWARE\MICROSOFT\WINDOWS\CURRENTVERSION\INTERNET SETTINGS
0x81f69698,1724,0x7c,0x1f0003,Event,,
0x8217e910,1724,0x80,0xa84,WmiGuid,,
0x81f744d0,1724,0x84,0x12019f,File,\Device\WMIDataDevice,
0x821a76b8,1724,0x88,0x1f0003,Event,,
0x82221a78,1724,0x8c,0x1f0fff,Process,msmsgs.exe(1724),
0x82179b38,1724,0x90,0x1f0003,Event,,
0x821a7b98,1724,0x94,0x1f0003,Event,,
0x81f715e0,1724,0x98,0xa84,WmiGuid,,
0x82176dc8,1724,0x9c,0x100003,Event,,
0x82421f90,1724,0xa0,0x100020,File,\Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft,
0x82411f90,1724,0xa4,0x1200a0,File,\Device\Tcp,.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.6028_x-ww_61e65202
0x821838f8,1724,0xa8,0x120116,File,\Device\Tcp,
0x81f767a0,1724,0xac,0x1200a0,File,\Device\Ip,
0x8219d418,1724,0xb0,0x100003,File,\Device\Ip,
0x8219d380,1724,0xb4,0x1200a0,File,\Device\Ip,
0x823261b0,1724,0xb8,0x100003,Semaphore,,
0x82326020,1724,0xbc,0x100003,Semaphore,,
0xe1f48d00,1724,0xc0,0x20019,Key,MACHINE\SYSTEM\CONTROLSET001\SERVICES\TCPIP\LINKAGE,
0xe1d18fb8,1724,0xc4,0x20019,Key,MACHINE\SYSTEM\CONTROLSET001\SERVICES\TCPIP\PARAMETE,
0xe1d17878,1724,0xc8,0x20019,Key,MACHINE\SYSTEM\CONTROLSET001\SERVICES\NETBT\PARAMETE,RS
0xe1dbac68,1724,0xcc,0x20019,Key,MACHINE\SYSTEM\CONTROLSET001\SERVICES\NETBT\PARAMETE,RS\INTERFACES
0xe19d1ac8,1724,0xd0,0x4,Section,,RS
0xe1db41b0,1724,0xd4,0x1f0001,Port,,
0xe1c4cbe0,1724,0xd8,0xf0007,Section,CiceroSharedMemDefaultS-1-5-21-606747145-152049171-1,
0x8217e3e8,1724,0xdc,0x1f0001,Mutant,CTF.LBES.MutexDefaultS-1-5-21-606747145-152049171-11,177238915-500
0x82389900,1724,0xe0,0x1f0001,Mutant,CTF.Compart.MutexDefaultS-1-5-21-606747145-152049171,77238915-500
0x823898b0,1724,0xe4,0x1f0001,Mutant,CTF.Asm.MutexDefaultS-1-5-21-606747145-152049171-117,-1177239415
0x82389860,1724,0xe8,0x1f0001,Mutant,CTF.Layouts.MutexDefaultS-1-5-21-606747145-152049171,7238915-500
0x82389488,1724,0xec,0x1f0001,Mutant,CTF.TMD.MutexDefaultS-1-5-21-606747145-152049171-117,-1177239415
0x81f8cd10,1724,0xf0,0x1f0001,Mutant,CTF.TimListCache.FMPDefaultS-1-5-21-606747145-152049,7238915-500
0xe19b8cf0,1724,0xf4,0xf001f,Section,CTF.TimListCache.FMPDefaultS-1-5-21-606747145-152049,171-1177238915-500MUTEX.DefaultS-1-5-21-606747145-152049171-1177238915-500
0x82509150,1724,0xf8,0x1f0003,Event,MESSENGERINUSE,171-1177238915-500SFM.DefaultS-1-5-21-606747145-152049171-1177238915-500
0x820bb698,1724,0xfc,0x1f0003,Event,,
0x823477d8,1724,0x100,0x1f0003,Event,,
0x8217b800,1724,0x104,0x1f0003,Event,,
0x82347838,1724,0x108,0x1f0003,Event,,
0x81f9b3c0,1724,0x10c,0x1f03ff,Thread,TID 1728 PID 1724,
0x81f83460,1724,0x110,0x1f0003,IoCompletion,,
0x8218e618,1724,0x114,0x1f0003,IoCompletion,,
0x81f83460,1724,0x118,0x1f0003,IoCompletion,,
0xe1eeebf8,1724,0x11c,0xf0007,Section,MessengerURL,
0x82509190,1724,0x120,0x1f0003,Event,MSMSGS.EXE Event,
0x8207cea8,1724,0x124,0x1f0003,Event,MSMSGS-Default,
0xe1f48d68,1724,0x128,0x20f003f,Key,USER,
0xe1db5220,1724,0x12c,0xf003f,Key,USER\S-1-5-21-606747145-152049171-1177238915-500_CLA,
0xe1e69260,1724,0x130,0xf003f,Key,MACHINE\SOFTWARE\CLASSES,SSES
0x81f72c78,1724,0x134,0x1f0003,Event,,
0xe1dbf2c8,1724,0x138,0xf003f,Key,MACHINE\SOFTWARE\MICROSOFT\COM3,
0x82333ce0,1724,0x13c,0x1f0003,Event,,
0xe1ec9430,1724,0x140,0x10,Key,USER,
0x821c6f38,1724,0x144,0x1f0003,Event,,
0xe1dbd228,1724,0x148,0xf003f,Key,MACHINE\SOFTWARE\CLASSES,
0x824cb4e8,1724,0x14c,0x1f0003,Event,,
0xe1dbb228,1724,0x150,0x10,Key,USER,
0x81f77dd8,1724,0x154,0x1f0003,Event,,
0xe1e4a670,1724,0x158,0xf003f,Key,MACHINE\SOFTWARE\MICROSOFT\COM3,
0x82383470,1724,0x15c,0x1f0003,Event,,
0xe1dc11c8,1724,0x160,0xf003f,Key,MACHINE\SOFTWARE\MICROSOFT\COM3,
0x821ac2e0,1724,0x164,0x1f0003,Event,,
0xe1cafeb8,1724,0x168,0xf003f,Key,MACHINE\SOFTWARE\CLASSES\CLSID,
0x821c6e78,1724,0x16c,0x1f0003,Event,,
0xe1c89d68,1724,0x170,0xf003f,Key,MACHINE\SOFTWARE\CLASSES,
0x821c6ea8,1724,0x174,0x1f0003,Event,,
0xe21694e8,1724,0x178,0xf003f,Key,MACHINE\SOFTWARE\MICROSOFT\COM3,
0x81f7cf68,1724,0x17c,0x1f0003,Event,,
0xe1970548,1724,0x180,0x10,Key,USER,
0x81f80318,1724,0x184,0x1f0003,Event,,
0xe1780300,1724,0x188,0xf003f,Key,MACHINE\SOFTWARE\MICROSOFT\COM3,
0x821c6ed8,1724,0x18c,0x1f0003,Event,,
0xe215f978,1724,0x190,0xf003f,Key,MACHINE\SOFTWARE\MICROSOFT\COM3,
0x81f6ead8,1724,0x194,0x1f0003,Event,,
0xe2155c78,1724,0x198,0xf003f,Key,MACHINE\SOFTWARE\CLASSES\CLSID,
0x81f94260,1724,0x19c,0x1f0003,Event,,
0xe214fd60,1724,0x1a0,0x1f0001,Port,,
0xe1e7e240,1724,0x1a4,0x20019,Key,USER\S-1-5-21-606747145-152049171-1177238915-500_CLA,
0x82347868,1724,0x1a8,0x1f0003,Event,,SSES
0x821a7da0,1724,0x1ac,0x1f03ff,Thread,TID 1828 PID 1724,
0xe2197848,1724,0x1b0,0x1f0001,Port,OLEDBF22B8566074BEE8E2BBA976975,
0x81f820c0,1724,0x1b4,0x1f0003,Event,,
0x824b99f8,1724,0x1b8,0x1f0001,Mutant,)!VoqA.I4,
0x8242a598,1724,0x1bc,0x120001,Mutant,ShimCacheMutex,
0xe1644fd8,1724,0x1c0,0x2,Section,ShimSharedMemory,
0xe1f45bb0,1724,0x1c4,0x20019,Key,USER\S-1-5-21-606747145-152049171-1177238915-500_CLA,
0xe1eed7b0,1724,0x1c8,0x20019,Key,MACHINE\SYSTEM\SETUP,SSES
0x8238d388,1724,0x1cc,0x1f0003,Event,,
0x82322858,1724,0x1d0,0x1f0003,Event,,
0x824b3238,1724,0x1d4,0x1f01ff,File,\Device\Afd\Endpoint,
0x8241c758,1724,0x1d8,0x120089,File,\Device\HarddiskVolume1\Program Files\Messenger\msms,
0xe2121bd0,1724,0x1dc,0xf0005,Section,,gs.exe
0x820b8f08,1724,0x1e0,0x120089,File,\Device\HarddiskVolume1\Program Files\Messenger\msms,
0xe2169a40,1724,0x1e4,0xf0005,Section,,gs.exe
0x82175cc0,1724,0x1e8,0x120089,File,\Device\HarddiskVolume1\Program Files\Messenger\msms,
0xe2122cf0,1724,0x1ec,0xf0005,Section,,gs.exe
0xe198c020,1724,0x1f0,0x1f0001,Port,,
0x8217e468,1724,0x1f4,0x1f0003,Event,,
0x81fa2650,1724,0x1f8,0x1f03ff,Thread,TID 1928 PID 1724,
0xe1f09258,1724,0x1fc,0x1f0001,Port,,
0xe1ef9540,1724,0x200,0x1f0001,Port,,
0xe1f18970,1724,0x204,0xc,Token,,
0x823e4338,1724,0x208,0x1f0003,Event,,
0xe20dfd70,1724,0x20c,0x20019,Key,USER\S-1-5-21-606747145-152049171-1177238915-500_CLA,
0x823257e0,1724,0x210,0x1f03ff,Thread,TID 1472 PID 1724,SSES
0x8206d2d8,1724,0x214,0x1f0003,Event,,
0x821bb230,1724,0x218,0x1f0003,Event,,
0x82179188,1724,0x21c,0x1f0003,Event,,
0x823257e0,1724,0x220,0x1f03ff,Thread,TID 1472 PID 1724,
0xe1f34490,1724,0x224,0x1f0001,Port,,
0xe1f5a458,1724,0x228,0x1f0001,Port,,
0xe21ecc80,1724,0x22c,0x1f0001,Port,,
0xe1f5a0a0,1724,0x230,0x20019,Key,USER\S-1-5-21-606747145-152049171-1177238915-500_CLA,
0x821b3c50,1724,0x234,0x1f0003,Event,,SSES
0xe221fab0,1724,0x238,0x1f0001,Port,,
0x81fa66a8,1724,0x23c,0x1f0003,Event,,
0xe22a8470,1724,0x240,0x1f0001,Port,,
0x824cb888,1724,0x244,0x1f0003,Event,,
0x824cb828,1724,0x248,0x1f0003,Event,,
0xe1f50d18,1724,0x24c,0xf003f,Key,USER\S-1-5-21-606747145-152049171-1177238915-500\SOF,
0x821e5660,1724,0x250,0x1f0003,Semaphore,shell.{210A4BA0-3AEA-1069-A2D9-08002B30309D},TWARE\MICROSOFT\MESSENGERSERVICE
0xe22055b8,1724,0x254,0x20019,Key,MACHINE\SYSTEM\CONTROLSET001\CONTROL\NLS\LOCALE\ALTE,
0xe21a2cb0,1724,0x258,0x20019,Key,MACHINE\SYSTEM\CONTROLSET001\CONTROL\NLS\LOCALE,RNATE SORTS
0xe21a2c48,1724,0x25c,0x20019,Key,MACHINE\SYSTEM\CONTROLSET001\CONTROL\NLS\LANGUAGE GR,
0xe22ab308,1724,0x260,0xf003f,Key,USER\S-1-5-21-606747145-152049171-1177238915-500\SOF,OUPS
0xe220e2b0,1724,0x264,0x20019,Key,USER\S-1-5-21-606747145-152049171-1177238915-500_CLA,TWARE\MICROSOFT\MESSENGERSERVICE
0xe22178a8,1724,0x268,0x20019,Key,MACHINE\SOFTWARE\POLICIES\MICROSOFT\WINDOWS\CURRENTV,SSES
0xe21f7150,1724,0x26c,0x20019,Key,USER\S-1-5-21-606747145-152049171-1177238915-500_CLA,ERSION\INTERNET SETTINGS
0xe2214510,1724,0x270,0x20019,Key,USER\S-1-5-21-606747145-152049171-1177238915-500_CLA,SSES
0xe2217910,1724,0x274,0x20019,Key,USER\S-1-5-21-606747145-152049171-1177238915-500_CLA,SSES
0xe220e318,1724,0x278,0x20019,Key,USER\S-1-5-21-606747145-152049171-1177238915-500_CLA,SSES
0xe21efe40,1724,0x27c,0x20019,Key,USER\S-1-5-21-606747145-152049171-1177238915-500_CLA,SSES
0xe2210840,1724,0x280,0x20019,Key,USER\S-1-5-21-606747145-152049171-1177238915-500_CLA,SSES
0xe2213dc8,1724,0x284,0x20019,Key,USER\S-1-5-21-606747145-152049171-1177238915-500_CLA,SSES
0x82505380,1724,0x288,0x1f0003,Event,,SSES
0x8222f840,1724,0x28c,0x100020,File,\Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft,
0x821b22c0,1724,0x290,0xa84,WmiGuid,,.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.6028_x-ww_61e65202
0xe220b9d8,1724,0x294,0x20019,Key,USER\S-1-5-21-606747145-152049171-1177238915-500\SOF,
0xe1f3eab8,1724,0x298,0x20019,Key,MACHINE\SOFTWARE\POLICIES,TWARE\MICROSOFT\WINDOWS\CURRENTVERSION\INTERNET SETTINGS
0xe2219f38,1724,0x29c,0x20019,Key,USER\S-1-5-21-606747145-152049171-1177238915-500\SOF,
0xe1f3ebc0,1724,0x2a0,0x20019,Key,USER\S-1-5-21-606747145-152049171-1177238915-500\SOF,TWARE\POLICIES
0xe1f3eb58,1724,0x2a4,0x20019,Key,MACHINE\SOFTWARE,TWARE
0xe22ab210,1724,0x2a8,0x20019,Key,MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\IN,
0xe21ec860,1724,0x2ac,0x1f0001,Port,,TERNET SETTINGS
0x821e2d78,1724,0x2b0,0x100000,Mutant,_!MSFTHISTORY!_,
0x821e2d28,1724,0x2b4,0x100000,Mutant,c:!documents and settings!administrator!local settin,
0x821964e0,1724,0x2b8,0x12019f,File,\Device\HarddiskVolume1\Documents and Settings\Admin,gs!temporary internet files!content.ie5!
0xe20c64e0,1724,0x2bc,0x2,Section,C:_Documents and Settings_Administrator_Local Settin,istrator\Local Settings\Temporary Internet Files\Content.IE5\index.dat
0x82180db8,1724,0x2c0,0x100000,Mutant,c:!documents and settings!administrator!cookies!,gs_Temporary Internet Files_Content.IE5_index.dat_573440
0x82190230,1724,0x2c4,0x12019f,File,\Device\HarddiskVolume1\Documents and Settings\Admin,
0xe18c3b00,1724,0x2c8,0x2,Section,C:_Documents and Settings_Administrator_Cookies_inde,istrator\Cookies\index.dat
0x82180d28,1724,0x2cc,0x100000,Mutant,c:!documents and settings!administrator!local settin,x.dat_49152
0x82332b00,1724,0x2d0,0x12019f,File,\Device\HarddiskVolume1\Documents and Settings\Admin,gs!history!history.ie5!
0xe1c894a8,1724,0x2d4,0x2,Section,C:_Documents and Settings_Administrator_Local Settin,istrator\Local Settings\History\History.IE5\index.dat
0x8217faa8,1724,0x2d8,0x100000,Mutant,WininetStartupMutex,gs_History_History.IE5_index.dat_49152
0x81f9b3c0,1724,0x2dc,0x1f03ff,Thread,TID 1728 PID 1724,
0x82527020,1724,0x2e0,0x1f0003,Event,,
0xe22ab1a8,1724,0x2e4,0xf003f,Key,MACHINE\SYSTEM\CONTROLSET001\SERVICES\WINSOCK2\PARAM,
